S.No,Company Name,Industry,Country,Date of Attack,Type of Attack,Attack Vector,Data Type Compromised,Records Exposed,Financial Loss ($),Recovery Cost ($),Downtime (Days),Employees,Ransom Demanded?,Ransom Paid?,Detect Time (Days),Contain Time (Days),Attack Source,Reported?,Regulatory Penalty ($),Public Impact
946,CodeVista,Tech,USA,2021-10-16,Credential Theft,Cloud Misconfig,Health Records,152708,3124747,1044842,16,83060,Yes,Yes,82,18,Internal,No,79406,Truth Mrs century.
947,MegaMart,Retail,Singapore,2022-04-30,Malware,Cloud Misconfig,Employee Records,937921,3948116,756948,12,31164,Yes,Unknown,45,11,Internal,No,969473,Hand pressure culture.
948,NovaBank,Finance,Japan,2023-02-13,Phishing,Cloud Misconfig,User Credentials,240965,1093930,118856,14,45529,No,Yes,70,15,External,No,619535,Position so concern six share.
949,GreenVolt,Energy,Japan,2023-06-03,Phishing,Phishing Link,Health Records,811149,2246998,993169,26,98070,Yes,Unknown,17,30,Internal,Yes,249015,Rate writer glass student see simple.
950,BioGenix,Healthcare,Brazil,2022-11-23,Phishing,Web App,Health Records,566732,254749,1193235,6,75890,No,No,19,22,Internal,Yes,435222,Why red there together rather window late.
951,RoadRunner Logi,Logistics,Japan,2023-09-09,Credential Theft,Email,Employee Records,314097,3868430,1812382,2,84261,Yes,Unknown,91,22,Internal,Yes,739340,Cause time half military bag.
952,ConnectNow,Telecom,France,2024-01-23,Ransomware,Third-party Vendor,User Credentials,553415,4044804,979911,14,30820,Yes,No,40,12,External,No,489320,Tax process voice.
953,BioGenix,Healthcare,UK,2022-11-05,Data Breach,Email,Financial Data,291117,906900,1047719,22,94245,No,Unknown,41,27,Internal,Yes,556775,Stop mouth see author people.
954,BioGenix,Healthcare,Canada,2021-05-29,Credential Theft,Third-party Vendor,Financial Data,356312,4163870,96435,5,41572,Yes,Yes,3,27,Internal,No,53490,Pm worry save agreement.
955,FastMove,Logistics,Germany,2021-12-05,Malware,Third-party Vendor,Financial Data,535576,4679127,1506894,22,45722,Yes,Yes,94,11,External,Yes,432181,Tonight year send yourself I necessary work.
956,NovaBank,Finance,Australia,2023-01-18,Ransomware,USB Drive,Health Records,860398,2214543,1895378,6,10996,No,No,77,13,External,Yes,663801,Quite husband produce former leave.
957,TrustCapital,Finance,Germany,2022-02-26,DDoS,Email,Financial Data,272409,4883415,1730050,27,79424,Yes,Unknown,28,4,Internal,Yes,174654,Defense avoid top will left player cause will.
958,ConnectNow,Telecom,Japan,2024-02-04,DDoS,Third-party Vendor,Customer Data,280213,4443318,1177766,9,2800,Yes,Unknown,63,22,Internal,Yes,69483,Ahead social card education never something present magazine.
959,FastMove,Logistics,Germany,2021-07-21,Malware,USB Drive,Employee Records,195215,3742919,631082,12,52938,No,No,67,4,External,Yes,238757,Wrong office evidence president through structure miss.
960,CodeVista,Tech,Singapore,2024-07-19,Credential Theft,Web App,Customer Data,747053,560616,251225,22,97639,No,No,15,16,External,No,479129,Use appear thought show attack.
961,ShopEase,Retail,Australia,2024-03-21,DDoS,Cloud Misconfig,Financial Data,852263,610627,1818779,24,72851,Yes,No,15,2,Internal,No,278889,Later marriage physical sister best.
962,CodeVista,Tech,Germany,2024-03-31,Ransomware,Cloud Misconfig,User Credentials,369821,675831,1692385,3,88258,Yes,No,12,8,External,No,47297,Wonder compare office painting either Mrs.
963,NetLine,Telecom,Singapore,2021-09-24,Phishing,USB Drive,Customer Data,996472,2553717,747976,13,44006,Yes,No,100,7,External,Yes,333234,Strategy water capital card wish call.
964,TrackSwift,Logistics,Singapore,2021-01-22,Data Breach,Phishing Link,User Credentials,170135,400506,80477,19,70044,No,No,22,2,External,Yes,49066,Without case person who window.
965,EduFuture,Education,Japan,2023-07-24,Phishing,Cloud Misconfig,Customer Data,319159,4430542,1415048,22,70220,No,No,23,18,Internal,Yes,46200,Energy young particular never.
966,FastMove,Logistics,Canada,2025-04-06,Malware,USB Drive,Customer Data,644139,3895944,732506,10,15526,Yes,Yes,39,2,Internal,No,442007,Picture star trouble memory small often close.
967,FastMove,Logistics,Canada,2024-04-08,Ransomware,Email,User Credentials,988109,1392252,684040,5,42304,No,No,46,8,External,Yes,896915,Stand safe member voice identify.
968,MegaMart,Retail,UK,2024-04-11,Data Breach,Cloud Misconfig,Financial Data,806071,3968747,67034,29,54253,No,Yes,79,24,External,Yes,949625,Why control seven report partner economy.
969,TrustCapital,Finance,Canada,2025-03-20,Phishing,Third-party Vendor,Customer Data,656383,3932587,1255148,27,48133,Yes,Yes,2,21,External,Yes,738976,Response indeed kitchen suggest difficult another.
970,TechBloom,Tech,UK,2022-03-11,Credential Theft,Third-party Vendor,User Credentials,66051,4285755,1566764,20,29937,No,Unknown,22,18,External,Yes,995520,Lose himself experience let.
971,LifeSure Health,Healthcare,France,2024-09-26,Phishing,Email,Employee Records,761153,3144866,1421707,3,80451,Yes,Unknown,66,11,External,No,93071,Most act right water job carry reason.
972,RoadRunner Logi,Logistics,UK,2024-01-14,Malware,Cloud Misconfig,User Credentials,584063,3165586,1741729,21,80944,Yes,Yes,26,2,Internal,No,496617,Democrat east right couple year identify sister trouble.
973,OpenCampus,Education,Japan,2021-10-19,Data Breach,Cloud Misconfig,Employee Records,499959,307717,980647,10,8069,No,Unknown,14,7,External,Yes,553167,Far movement air.
974,MegaMart,Retail,UK,2022-12-22,Data Breach,USB Drive,Employee Records,899979,3089953,1869535,17,97078,Yes,Yes,49,23,External,Yes,360029,Culture could field dream ahead care.
975,OpenCampus,Education,USA,2025-05-03,Malware,USB Drive,Financial Data,197093,3036726,1894841,2,38604,No,No,14,15,Internal,Yes,257157,Discover current your huge.
976,FastMove,Logistics,USA,2021-08-16,Credential Theft,Email,Employee Records,782435,603721,782081,22,86264,No,Unknown,69,18,Internal,No,983668,Wear concern at general goal.
977,Learnify,Education,Australia,2022-10-08,Ransomware,Third-party Vendor,Employee Records,173450,3309142,1639335,1,59378,No,Yes,19,7,External,Yes,951483,True cover loss.
978,TrackSwift,Logistics,USA,2022-08-05,Ransomware,Web App,Customer Data,526646,4813883,403653,18,89173,Yes,No,29,10,External,No,804257,Officer investment bad stay by.
979,AxisWealth,Finance,India,2025-05-21,Phishing,Third-party Vendor,User Credentials,622304,2244911,1623034,18,98099,No,Yes,64,21,External,Yes,422803,Quite player quite.
980,GreenVolt,Energy,Canada,2022-04-02,Credential Theft,USB Drive,Employee Records,836349,1910770,1907741,23,54356,No,No,54,10,Internal,Yes,499305,Before state watch three choice answer.
981,UrbanCart,Retail,India,2022-05-29,Malware,Email,User Credentials,931082,3686327,1202501,9,54925,Yes,Yes,4,14,Internal,Yes,718778,Themselves worker us change people drive.
982,ConnectNow,Telecom,Japan,2021-08-06,Malware,Third-party Vendor,Financial Data,779842,4285719,460367,11,85891,Yes,No,65,12,Internal,Yes,23811,Why just represent price natural material far.
983,EnergyCore,Energy,Brazil,2021-07-03,Credential Theft,Phishing Link,Employee Records,71297,3948705,157746,3,11537,Yes,Yes,6,6,Internal,No,35453,Word foot child mention note claim low since.
984,MediTech Global,Healthcare,France,2020-07-24,Ransomware,USB Drive,Employee Records,91137,1837835,1479608,14,51651,No,No,83,12,External,Yes,501182,Discover rule wear foot.
985,MediTech Global,Healthcare,Japan,2022-03-22,Data Breach,Third-party Vendor,User Credentials,62861,722332,1099449,10,18585,Yes,Unknown,39,17,Internal,No,661330,Off piece sure section husband focus.
986,LifeSure Health,Healthcare,Australia,2021-07-17,Malware,Phishing Link,Customer Data,518689,4290918,630114,21,92615,No,Yes,4,29,Internal,Yes,951849,Discuss TV great ahead million.
987,ShopEase,Retail,Australia,2024-05-08,Data Breach,Cloud Misconfig,Customer Data,97375,1720735,1523937,26,22144,No,No,20,15,Internal,No,633162,Suggest financial even common.
988,SkillBridge,Education,Singapore,2024-03-23,Credential Theft,Email,Health Records,534823,2051457,1416738,5,44572,Yes,Unknown,12,24,Internal,Yes,84355,A ground water popular financial lose weight.
989,CodeVista,Tech,France,2021-01-25,Malware,USB Drive,Health Records,197524,2546222,972411,16,87361,No,No,22,2,External,Yes,565836,Leader job dinner never star.
990,RoadRunner Logi,Logistics,UK,2024-08-18,Data Breach,Cloud Misconfig,Employee Records,369732,2399462,932298,7,72656,No,Unknown,100,16,Internal,No,503691,Few medical must member paper argue.
991,TrackSwift,Logistics,UK,2024-02-04,DDoS,Phishing Link,User Credentials,484608,4164295,818638,14,48536,No,Unknown,88,16,Internal,Yes,927909,Value citizen within peace then finish agent term.
992,FastMove,Logistics,UK,2023-04-29,Ransomware,Phishing Link,Customer Data,558762,4908522,1804156,25,74186,No,Yes,11,16,Internal,Yes,831823,Gas maybe indicate there.
993,OpenCampus,Education,Singapore,2024-11-23,Credential Theft,Web App,Customer Data,521861,194597,1265359,2,17115,No,Yes,17,21,External,No,806253,Market measure effort create contain view manager.
994,ConnectNow,Telecom,Germany,2021-01-23,Ransomware,Cloud Misconfig,User Credentials,53616,2627286,1279717,28,29073,Yes,Yes,1,26,External,No,658065,Make action nor.
995,GreenVolt,Energy,Australia,2022-04-27,Credential Theft,Email,Employee Records,413177,1567032,97879,15,31842,Yes,No,83,29,External,Yes,921971,Agent those environmental college message often between.
996,SafePay Group,Finance,France,2020-10-26,Phishing,Web App,Customer Data,914017,3529083,1401508,20,19534,Yes,Unknown,5,8,Internal,No,467019,Pick position beautiful table.
997,SafePay Group,Finance,India,2021-08-21,Ransomware,Web App,Financial Data,260035,2106706,237284,18,50115,Yes,Unknown,29,15,External,Yes,108476,Some down lead without community yes particular.
998,TrackSwift,Logistics,Japan,2024-09-28,Credential Theft,USB Drive,Employee Records,570255,3463906,1937063,19,1394,No,No,32,8,External,No,143336,Hope dog establish tree raise town mouth.
999,UrbanCart,Retail,Germany,2020-11-15,Credential Theft,Email,User Credentials,787722,1332724,1741301,19,50613,Yes,Unknown,80,8,Internal,No,66816,Statement how also.
1000,Learnify,Education,UK,2022-11-21,Malware,Web App,Customer Data,866550,3533567,1416201,15,8520,Yes,Unknown,78,26,Internal,No,833355,Stuff Republican buy big none coach imagine.
1001,BrightMinds,Education,India,2022-07-16,Ransomware,Third-party Vendor,Financial Data,912939,4344382,244808,20,74376,No,No,19,15,External,No,621053,Four speak feel they but.
1002,MegaMart,Retail,Japan,2024-06-06,Malware,Phishing Link,Employee Records,168355,2297093,45287,27,94097,Yes,Unknown,48,11,Internal,Yes,538008,Family region war data.
1003,CloudForge,Tech,India,2021-05-21,DDoS,Third-party Vendor,User Credentials,328449,2456989,147075,21,62818,Yes,Yes,54,2,External,Yes,50990,Include and next either store its.
1004,LifeSure Health,Healthcare,Singapore,2020-08-11,DDoS,Web App,Financial Data,642558,4319350,1278785,23,40201,No,Yes,25,26,External,No,177981,Forget picture our also somebody.
1005,NetLine,Telecom,UK,2023-05-20,Malware,Third-party Vendor,Health Records,698410,1626620,452301,20,69003,No,Yes,44,22,Internal,No,908040,Card ahead likely hit.
1006,LifeSure Health,Healthcare,Japan,2021-10-11,Malware,Third-party Vendor,Customer Data,387113,2828817,652525,19,86534,Yes,Yes,68,13,External,Yes,584661,Investment source within heavy fund population about.
1007,HealTech,Healthcare,USA,2021-03-18,Ransomware,USB Drive,User Credentials,123688,3344311,257107,26,59959,Yes,No,37,16,Internal,No,820813,Rock long bring surface finish party.
1008,MegaMart,Retail,France,2024-06-03,Malware,USB Drive,Customer Data,871714,1552341,1931775,6,32639,Yes,Unknown,75,29,Internal,No,126626,Your avoid west life party language.
1009,FastMove,Logistics,USA,2023-09-07,Data Breach,Phishing Link,Customer Data,138286,2664180,1266661,15,98647,Yes,No,35,21,Internal,Yes,400457,Professional garden painting.
1010,EduFuture,Education,USA,2023-08-08,Phishing,USB Drive,User Credentials,679743,1754868,666694,22,19587,Yes,No,73,21,Internal,Yes,636307,You interesting discover use father.
1011,SkillBridge,Education,UK,2023-12-26,DDoS,Cloud Misconfig,Financial Data,876895,2644409,1820636,16,23825,Yes,Unknown,89,16,External,Yes,674346,Almost until she particularly.
1012,BrightMinds,Education,USA,2022-06-18,Data Breach,Web App,Financial Data,330043,408699,1908477,16,29605,Yes,No,22,5,External,No,796386,Ever song decision employee shoulder.
1013,EduFuture,Education,France,2023-10-10,Malware,Cloud Misconfig,User Credentials,310731,4271760,888493,16,84447,No,No,4,13,External,Yes,712276,Glass standard common quite able campaign people.
1014,NetLine,Telecom,Singapore,2024-06-10,Phishing,Email,User Credentials,745995,510981,1324818,14,70292,No,No,61,21,Internal,No,262462,Its by exist happy.
1015,OpenCampus,Education,Singapore,2025-01-31,DDoS,Web App,Health Records,79731,190475,21459,5,19389,Yes,Unknown,60,15,Internal,Yes,92669,Friend late camera bad trial each just.
1016,MediTech Global,Healthcare,Japan,2021-05-06,Malware,Third-party Vendor,Health Records,849589,2929325,1233669,20,15342,No,No,11,5,External,Yes,500553,Include former across author defense.
1017,CloudForge,Tech,Japan,2023-01-13,Malware,Web App,User Credentials,933556,3346878,737718,3,33487,No,Unknown,4,12,Internal,Yes,629741,Major hard station and.
1018,TrustCapital,Finance,France,2024-04-16,DDoS,Third-party Vendor,Health Records,413913,2529814,1708856,11,69866,Yes,Unknown,10,16,Internal,No,143723,Responsibility last politics.
1019,TrustCapital,Finance,Japan,2024-11-05,Data Breach,Third-party Vendor,Employee Records,386029,4470791,1280387,11,68362,No,No,47,20,Internal,No,805126,Side present baby wonder market attorney design.
1020,MegaMart,Retail,Japan,2022-10-23,Malware,Email,Employee Records,736777,1949571,183541,28,4179,Yes,Unknown,52,27,Internal,Yes,442682,Single west day.
1021,ConnectNow,Telecom,USA,2022-04-15,Ransomware,USB Drive,Financial Data,701123,2423328,875899,22,2795,No,Yes,93,23,External,Yes,659115,Seven often want score these fund economic.
1022,UrbanCart,Retail,Australia,2023-10-13,Ransomware,USB Drive,Customer Data,395381,470081,1365446,28,12729,No,No,87,1,External,Yes,371102,Type will amount.
1023,HealTech,Healthcare,India,2020-11-04,Ransomware,Phishing Link,Customer Data,156964,2182278,1984044,10,25966,Yes,No,81,22,Internal,No,127116,Indicate near wall investment gun kid.
1024,EduFuture,Education,Japan,2022-01-23,Malware,Third-party Vendor,Employee Records,418963,1239045,654530,21,43835,Yes,Unknown,16,19,Internal,No,335053,Suffer me nothing hope.
1025,GreenVolt,Energy,UK,2025-01-20,Credential Theft,Web App,User Credentials,253459,1777287,830623,6,53684,No,No,73,26,External,No,894673,Interesting nature available machine share expert.
1026,ConnectNow,Telecom,Canada,2023-09-08,Ransomware,Web App,Customer Data,679414,1958080,159246,14,86532,No,Yes,97,14,External,Yes,867257,Someone clear culture civil.
1027,Learnify,Education,Canada,2022-05-03,Malware,Third-party Vendor,Customer Data,400803,4130738,891963,12,31999,No,No,64,2,External,Yes,515252,Scientist skin wait mention simple.
1028,EnergyCore,Energy,Germany,2025-04-24,DDoS,Phishing Link,User Credentials,156648,3964352,1817935,3,45493,Yes,No,99,5,External,No,493790,Road miss rich believe.
1029,OpenCampus,Education,Brazil,2021-07-22,Data Breach,Web App,User Credentials,132638,2578934,976735,24,59922,No,Unknown,2,1,External,Yes,598521,School knowledge yard policy just enjoy.
1030,SafePay Group,Finance,Australia,2022-02-27,Malware,USB Drive,User Credentials,73706,2205948,1554682,22,56074,Yes,Unknown,18,4,External,No,335041,Usually writer woman along partner himself.
1031,HealTech,Healthcare,Japan,2020-07-22,Data Breach,Cloud Misconfig,Employee Records,947870,2697225,1639716,14,23198,Yes,Unknown,93,2,Internal,Yes,263618,Cell free bring student.
1032,MediTech Global,Healthcare,France,2020-10-08,Credential Theft,Third-party Vendor,Financial Data,530308,184813,1232713,18,17826,Yes,Unknown,61,23,Internal,Yes,932802,Argue near character.
1033,OpenCampus,Education,Brazil,2024-08-07,Ransomware,Web App,Employee Records,777461,1239945,748628,9,62166,Yes,Yes,88,6,External,No,900671,Large but office current this.
1034,Learnify,Education,USA,2022-11-14,Phishing,Web App,User Credentials,199411,3964171,1063115,7,56823,No,No,37,11,Internal,Yes,714695,Hot respond experience blue person.
1035,HealTech,Healthcare,UK,2022-01-05,Ransomware,Cloud Misconfig,User Credentials,876172,4598717,1949779,26,57966,Yes,Unknown,14,20,Internal,No,698496,Myself always so development person environmental real fill.
1036,LifeSure Health,Healthcare,Australia,2022-04-21,DDoS,Phishing Link,Financial Data,99518,2320833,375866,16,33490,No,No,22,29,Internal,Yes,167863,Spring draw discuss cut.
1037,TrustCapital,Finance,Japan,2024-05-11,Data Breach,Web App,Financial Data,231980,722238,1479868,28,25154,No,No,8,16,Internal,Yes,735542,Growth focus of.
1038,MediTech Global,Healthcare,Japan,2022-06-27,Credential Theft,USB Drive,Employee Records,122411,2085307,330006,2,87522,Yes,Yes,85,11,Internal,Yes,318867,Someone billion yard firm back return many.
1039,MegaMart,Retail,Singapore,2022-11-22,Phishing,Third-party Vendor,User Credentials,655830,2197789,524166,1,11164,Yes,No,16,24,Internal,No,296867,Accept coach enter game too simply election.
1040,TrustCapital,Finance,France,2024-03-02,Data Breach,USB Drive,Customer Data,622356,910374,1881476,1,29462,Yes,Yes,39,24,External,Yes,651762,However subject stand name either.
1041,EduFuture,Education,Australia,2022-06-18,Ransomware,Third-party Vendor,Customer Data,734831,226190,247075,25,7173,No,No,89,19,External,Yes,571856,Fight movie keep instead grow system.
1042,RoadRunner Logi,Logistics,UK,2023-06-23,Credential Theft,Cloud Misconfig,Financial Data,862504,4442351,183081,15,21194,No,Unknown,58,19,External,Yes,521661,Someone current play within.
1043,NovaBank,Finance,Australia,2025-04-23,Credential Theft,Phishing Link,Employee Records,106100,4832541,1906201,20,83238,Yes,Unknown,56,1,Internal,No,621756,Feeling rate community behavior good reduce.
1044,EduFuture,Education,UK,2021-06-09,Data Breach,Web App,Customer Data,654228,1424739,754761,15,72920,Yes,No,76,27,External,Yes,514490,Require player box from main.
1045,TechBloom,Tech,Brazil,2024-06-24,Credential Theft,Third-party Vendor,Employee Records,452502,1845016,147579,22,60218,No,No,7,8,Internal,No,504923,Collection he store.
1046,Learnify,Education,Brazil,2023-01-27,Ransomware,Third-party Vendor,Employee Records,971724,1179136,248133,24,29638,No,No,61,29,External,Yes,625460,Certainly strategy certain become visit protect reflect ask.
1047,SkillBridge,Education,India,2025-07-12,Phishing,USB Drive,Customer Data,804039,995875,560592,3,1855,No,No,90,5,External,Yes,508809,Participant rich able agreement debate worker.
1048,MegaMart,Retail,Singapore,2025-01-18,Malware,Cloud Misconfig,Employee Records,416414,4773856,533578,2,73738,Yes,Unknown,2,12,External,Yes,666185,Knowledge hold film daughter even.
1049,RoadRunner Logi,Logistics,France,2024-10-09,Malware,Web App,User Credentials,968617,3174531,766235,1,59304,Yes,Yes,96,9,Internal,Yes,856090,Billion share while baby recently through guess.
1050,BrightMinds,Education,USA,2023-11-28,Data Breach,Email,User Credentials,920729,2290910,697040,22,69892,Yes,Unknown,45,30,Internal,No,270935,Remain more seem study something win question.
1051,GreenVolt,Energy,UK,2023-03-09,DDoS,Phishing Link,Customer Data,373431,2974487,241659,28,73222,No,Unknown,24,12,Internal,Yes,17355,Yet option necessary outside.
1052,SkillBridge,Education,India,2022-11-07,Credential Theft,Phishing Link,Employee Records,961377,1392291,1105627,15,70551,No,No,73,20,Internal,No,617523,Hard air government respond.
1053,EnergyCore,Energy,Australia,2020-09-19,Credential Theft,Web App,Customer Data,962565,2001193,234513,8,38736,Yes,Yes,57,2,Internal,No,386269,The win early between.
1054,UrbanCart,Retail,Germany,2024-02-03,Phishing,Phishing Link,Financial Data,147904,3116986,1617789,25,87062,No,Unknown,55,25,Internal,Yes,609325,Responsibility because page own.
1055,NetLine,Telecom,USA,2023-04-24,Data Breach,Email,Health Records,887714,2001294,1904988,3,65664,No,Unknown,55,27,External,No,204952,Research under particular kitchen language no see.
1056,Learnify,Education,Japan,2023-06-18,Malware,Cloud Misconfig,User Credentials,440022,316277,383444,15,80224,Yes,Yes,52,17,External,Yes,119900,Positive officer subject the not.
1057,CargoXpress,Logistics,Australia,2024-01-16,Credential Theft,Third-party Vendor,User Credentials,165268,2885833,182212,20,11891,Yes,Yes,14,19,External,No,379651,Learn follow bed process myself throughout.
1058,MegaMart,Retail,Australia,2022-11-07,Ransomware,Third-party Vendor,Health Records,242704,2199616,1986665,6,1666,Yes,Unknown,88,1,External,No,676545,Movie a executive including after evidence.
1059,SafePay Group,Finance,Singapore,2024-12-19,DDoS,Cloud Misconfig,Employee Records,948177,4221842,1029324,8,15939,Yes,Yes,11,9,External,No,36472,Structure kind professional option particularly nearly key.
1060,MediTech Global,Healthcare,Canada,2025-01-23,Phishing,Email,Health Records,886774,1632039,1302460,26,28921,Yes,Unknown,43,24,Internal,No,855755,Two lawyer end possible fall investment.
1061,OpenCampus,Education,USA,2023-11-26,Data Breach,Cloud Misconfig,Financial Data,973381,3472597,1144044,6,42137,Yes,Yes,74,10,External,No,86484,Agree score book.
1062,CargoXpress,Logistics,Brazil,2021-11-02,Malware,Email,Financial Data,68391,4354053,1503758,20,85505,No,Unknown,57,18,Internal,No,424588,Together position choose civil others religious.
1063,TrustCapital,Finance,Singapore,2025-01-10,DDoS,Third-party Vendor,Customer Data,753356,1630925,1928830,23,1950,No,Yes,13,21,Internal,Yes,507038,Focus card protect cup audience born baby but.
1064,ShopEase,Retail,Germany,2021-06-30,Data Breach,Third-party Vendor,Customer Data,736113,1681492,854163,9,26840,Yes,Unknown,23,2,Internal,No,20349,Kitchen run indicate each day seat eat.
1065,FastMove,Logistics,Australia,2020-12-05,DDoS,Web App,Financial Data,476816,3227832,1181907,5,29025,Yes,Yes,78,5,External,Yes,838849,West enter color language send.
1066,CodeVista,Tech,France,2023-02-27,Credential Theft,Email,Financial Data,234970,3226144,170935,11,172,No,Unknown,72,21,External,Yes,850648,Customer candidate toward animal avoid.
1067,MediTech Global,Healthcare,Canada,2021-08-29,Credential Theft,USB Drive,Financial Data,969451,4258463,64842,28,39294,Yes,Yes,39,8,Internal,No,609218,Smile require figure knowledge campaign.
1068,GreenVolt,Energy,Canada,2022-01-11,Malware,Cloud Misconfig,Customer Data,166615,4445055,963314,5,56328,No,Yes,60,27,External,No,297825,Human news happy several weight debate.
1069,ConnectNow,Telecom,Australia,2021-02-23,Malware,Web App,Customer Data,657335,2153178,920287,22,20479,Yes,Unknown,76,8,External,Yes,316665,Decide east and easy.
1070,AxisWealth,Finance,Canada,2021-07-03,Malware,Web App,Health Records,495608,4079396,15890,11,19443,No,Yes,49,6,External,No,611027,Quickly rate necessary test government relationship.
1071,TrackSwift,Logistics,Australia,2021-07-04,Ransomware,Cloud Misconfig,Customer Data,880398,117362,1682844,12,72028,No,Unknown,74,10,External,Yes,420728,Attention medical foreign positive more billion identify.
1072,ConnectNow,Telecom,India,2024-04-26,Credential Theft,Third-party Vendor,Financial Data,850291,3366274,587206,1,88071,Yes,No,14,24,Internal,No,756210,Reflect house begin room strategy.
1073,EduFuture,Education,India,2023-12-18,Malware,Cloud Misconfig,User Credentials,700247,329679,271152,23,27999,Yes,No,26,12,Internal,Yes,172337,He seem worker eat religious some can.
1074,NetLine,Telecom,UK,2022-03-12,Phishing,Web App,Customer Data,327801,4008961,733064,25,41611,No,Unknown,21,2,Internal,Yes,534357,Method finally recognize must involve social loss agent.
1075,MegaMart,Retail,Japan,2022-06-15,Data Breach,Third-party Vendor,Customer Data,565503,2126955,1739706,21,70709,No,No,2,9,External,No,486734,Arm hear change local program none.
1076,ShopEase,Retail,France,2021-10-02,Malware,Email,Customer Data,831556,474535,485053,7,2653,No,Unknown,64,29,External,Yes,117107,Research lead entire.
1077,FastMove,Logistics,Germany,2023-09-21,Data Breach,Email,Health Records,399006,2388274,1403030,24,34000,Yes,Unknown,23,8,Internal,No,924788,Well myself and what.
1078,ShopEase,Retail,France,2021-10-15,Credential Theft,Cloud Misconfig,Financial Data,991497,1555520,558553,19,41816,Yes,Yes,59,14,External,Yes,560957,Rule quite be personal me.
1079,TrustCapital,Finance,Singapore,2023-08-16,Malware,USB Drive,Customer Data,332506,4657063,1953000,6,46601,Yes,No,16,30,Internal,No,628020,Station edge allow skill.
1080,UrbanCart,Retail,France,2021-07-13,Data Breach,USB Drive,Financial Data,137172,990160,89208,3,27422,Yes,No,40,6,External,Yes,175895,Fund compare within feeling color role make character.
1081,LifeSure Health,Healthcare,Germany,2020-07-25,Ransomware,Cloud Misconfig,User Credentials,164783,1983055,1896640,3,53934,Yes,Yes,50,28,Internal,No,134904,Ground PM approach practice billion design.
1082,FastMove,Logistics,Brazil,2023-07-05,Malware,Third-party Vendor,Health Records,328813,790843,1480244,22,99364,Yes,No,19,29,External,Yes,179335,Manager American politics argue face wish west.
1083,CloudForge,Tech,USA,2022-08-18,Phishing,USB Drive,Financial Data,171932,1725050,1899273,3,18346,No,Yes,61,28,Internal,No,808293,Rise total control apply require foot.
1084,ConnectNow,Telecom,UK,2023-06-20,Ransomware,Phishing Link,Customer Data,307793,898093,1970690,30,38580,Yes,No,27,10,External,No,621728,Become theory pull might church.
1085,MegaMart,Retail,Brazil,2023-01-14,Phishing,Third-party Vendor,Health Records,941222,1906140,172547,21,60197,Yes,Yes,64,16,External,Yes,8023,Store without rule miss authority.
1086,ShopEase,Retail,USA,2021-01-18,DDoS,Web App,Customer Data,66148,4752942,159361,17,12272,Yes,No,97,7,Internal,Yes,306635,Realize huge really career company any which.
1087,GreenVolt,Energy,USA,2024-12-19,Malware,Third-party Vendor,Financial Data,58945,1803572,295596,12,5389,Yes,No,68,14,External,Yes,589766,Some day early mission four.
1088,Learnify,Education,USA,2020-08-26,Phishing,Third-party Vendor,Customer Data,738556,3560059,450367,3,5245,Yes,No,34,13,External,Yes,342505,Place late trouble garden writer.
1089,FastMove,Logistics,France,2023-07-18,DDoS,Email,User Credentials,761180,2887642,1783498,23,29236,No,Unknown,4,25,External,No,333531,Half its high.
1090,TechBloom,Tech,Singapore,2022-03-23,Ransomware,Email,Health Records,872822,4308705,1011970,3,73577,No,Yes,31,6,Internal,No,137717,Family second participant entire protect stay.
1091,ConnectNow,Telecom,USA,2023-11-09,Malware,Phishing Link,Customer Data,986032,647908,1347087,6,50867,Yes,No,20,18,External,No,429975,Stage color available back live fund loss.
1092,TechBloom,Tech,Japan,2024-07-13,Ransomware,Third-party Vendor,Health Records,520177,4835050,1700982,25,9962,No,No,89,22,External,No,588909,Summer blue technology.
1093,EduFuture,Education,Canada,2021-04-23,Ransomware,USB Drive,Employee Records,88209,829571,927476,22,77481,Yes,Unknown,14,4,Internal,No,966669,Century soon hundred ago.
1094,MediTech Global,Healthcare,India,2023-01-15,DDoS,Phishing Link,Customer Data,328221,895357,1688540,16,47882,No,Yes,79,14,Internal,Yes,659747,Free better moment great general successful through indeed.
1095,NetLine,Telecom,Canada,2024-03-02,Ransomware,Cloud Misconfig,Customer Data,135048,389167,570574,12,39099,No,Yes,57,8,External,No,681043,Administration concern economy.
1096,ConnectNow,Telecom,Japan,2022-05-23,DDoS,Phishing Link,Health Records,84442,4557509,637107,8,2281,Yes,No,59,26,External,Yes,626531,Democrat box table best think more.
1097,EduFuture,Education,India,2022-08-24,Phishing,Third-party Vendor,Employee Records,56353,3557732,73173,29,90445,No,Yes,75,2,External,Yes,230765,Production seek despite figure.
1098,LifeSure Health,Healthcare,Brazil,2024-10-10,DDoS,Web App,Employee Records,482412,4003739,1054628,2,23814,No,No,54,23,Internal,No,823459,Exactly trial study space interview.
1099,TechBloom,Tech,Singapore,2022-08-12,Credential Theft,Email,Employee Records,644449,850096,1342484,7,41345,Yes,Yes,78,15,External,Yes,148384,Ball authority option issue tough door happy.
1100,LifeSure Health,Healthcare,Australia,2024-11-22,Phishing,Third-party Vendor,Customer Data,787691,4367335,479011,3,23044,Yes,Unknown,44,14,External,Yes,208842,Clearly article true someone push method mind.
